72,"[{'score': 0.598058, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.753872, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
73,"[{'score': 0.739781, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.796123, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.744684, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
74,[]
75,"[{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
76,"[{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
77,"[{'score': 0.923166, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
78,"[{'score': 0.978371, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.996679, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
79,"[{'score': 0.512905, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
80,[]
81,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
82,"[{'score': 0.739936, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.85591, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
83,[]
84,"[{'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.873624, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
85,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
86,"[{'score': 0.578982, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.618451, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
87,"[{'score': 0.905748, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
88,"[{'score': 0.516654, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
89,"[{'score': 0.525007, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
90,"[{'score': 0.664828, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.946586, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
91,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
92,"[{'score': 0.639812, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
93,[]
94,"[{'score': 0.825947, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
95,"[{'score': 0.528597, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
96,"[{'score': 0.936459, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.616216, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
97,"[{'score': 0.676511, 'tone_id': 'fear', 'tone_name': 'Fear'}]"
98,[]
99,[]
100,"[{'score': 0.880435, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
101,"[{'score': 0.546148, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
102,"[{'score': 0.803567, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
103,"[{'score': 0.52447, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
104,"[{'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.901894, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
105,"[{'score': 0.582457, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
106,"[{'score': 0.855838, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
107,"[{'score': 0.750113, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.838983, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.789226, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
108,"[{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
109,"[{'score': 0.575125, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
110,[]
111,"[{'score': 0.908301, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
112,"[{'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.93884, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
113,"[{'score': 0.886684, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
114,"[{'score': 0.928701, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
115,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
116,"[{'score': 0.870269, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
117,"[{'score': 0.53957, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
118,"[{'score': 0.668435, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.743104, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
119,"[{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
120,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
121,"[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
122,"[{'score': 0.545818, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
123,"[{'score': 0.525007, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
125,[]
126,"[{'score': 0.855572, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.6821, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
127,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
128,[]
129,"[{'score': 0.877865, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
130,"[{'score': 0.686051, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.920556, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
131,[]
132,"[{'score': 0.638987, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
133,"[{'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
134,"[{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
135,"[{'score': 0.970179, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
136,"[{'score': 0.802429, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
137,"[{'score': 0.73628, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
138,[]
139,"[{'score': 0.662678, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.945379, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.947419, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
140,"[{'score': 0.952313, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.968241, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
141,[]
142,"[{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
143,"[{'score': 0.846188, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
144,"[{'score': 0.509942, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.528108, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.884138, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.551743, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
145,"[{'score': 0.947344, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
146,"[{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
147,[]
148,"[{'score': 0.551743, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
149,"[{'score': 0.553918, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
150,"[{'score': 0.874372, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
151,"[{'score': 0.866961, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
152,[]
153,"[{'score': 0.942817, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
154,[]
155,"[{'score': 0.991736, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
156,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
157,[]
158,"[{'score': 0.97573, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
159,[]
160,"[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
161,"[{'score': 0.61732, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
162,"[{'score': 0.943978, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.948691, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
163,"[{'score': 0.866924, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
164,"[{'score': 0.698049, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.821913, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
165,[]
166,[]
167,[]
168,"[{'score': 0.734159, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
169,"[{'score': 0.585147, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.702145, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
170,"[{'score': 0.608516, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
171,"[{'score': 0.638053, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
172,"[{'score': 0.731598, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.936899, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.658877, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
173,"[{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
174,"[{'score': 0.855572, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
175,"[{'score': 0.768322, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.583091, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
176,"[{'score': 0.982476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
177,"[{'score': 0.758428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.664451, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
178,"[{'score': 0.908148, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
179,"[{'score': 0.590853, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.8152, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
180,"[{'score': 0.663116, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.904939, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
181,"[{'score': 0.701047, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
182,"[{'score': 0.952933, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.751891, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
183,"[{'score': 0.91171, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
184,[]
185,[]
186,"[{'score': 0.637024, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.915571, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
187,"[{'score': 0.789226, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.998556, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
188,"[{'score': 0.744458, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.793256, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
189,[]
190,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
191,[]
192,"[{'score': 0.559598, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
193,"[{'score': 0.574561, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
194,"[{'score': 0.694442, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.865388, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
195,"[{'score': 0.786991, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.862286, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
196,"[{'score': 0.958899, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
197,[]
198,"[{'score': 0.714448, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.646387, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
199,"[{'score': 0.514092, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.651008, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.754612, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
200,"[{'score': 0.658982, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
201,"[{'score': 0.545809, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.982476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
202,"[{'score': 0.743104, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
203,"[{'score': 0.580008, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
204,[]
205,"[{'score': 0.715619, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
206,"[{'score': 0.604356, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
207,"[{'score': 0.603797, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.876143, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.658877, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
209,"[{'score': 0.925163, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
210,"[{'score': 0.744801, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.908592, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.531174, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
211,"[{'score': 0.642924, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.657939, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
212,"[{'score': 0.772912, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.788671, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.93143, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
213,"[{'score': 0.546443, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
214,"[{'score': 0.761262, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.836844, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
215,"[{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
216,"[{'score': 0.611813, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.839505, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.742727, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
217,[]
218,"[{'score': 0.509462, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.727798, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
219,"[{'score': 0.727798, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
220,"[{'score': 0.711887, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
221,"[{'score': 0.713681, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.913819, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
222,"[{'score': 0.988176, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
223,"[{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.798791, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
224,"[{'score': 0.58393, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.743104, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
225,[]
226,"[{'score': 0.903379, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
227,"[{'score': 0.606701, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.849113, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.868355, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
228,[]
229,"[{'score': 0.605267, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
230,"[{'score': 0.616022, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.821913, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
231,[]
232,[]
233,"[{'score': 0.708742, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
234,"[{'score': 0.558692, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.741964, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
235,"[{'score': 0.611665, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.909883, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
236,"[{'score': 0.815407, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
237,[]
238,"[{'score': 0.75459, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
239,"[{'score': 0.55795, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.564087, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
240,"[{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
241,
242,[]
243,"[{'score': 0.519323, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
244,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
245,[]
246,"[{'score': 0.829888, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
247,[]
248,[]
249,[]
250,"[{'score': 0.894378, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
251,"[{'score': 0.600691, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.922197, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
252,"[{'score': 0.880435, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
253,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
254,"[{'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
255,"[{'score': 0.692046, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
256,"[{'score': 0.534397, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.705784, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
257,"[{'score': 0.577643, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
258,"[{'score': 0.667502, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.98234, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
259,"[{'score': 0.982476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
260,"[{'score': 0.787623, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.865388, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.908592, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
261,"[{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
262,"[{'score': 0.720122, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
263,"[{'score': 0.792798, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
264,"[{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
265,"[{'score': 0.890188, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
266,"[{'score': 0.551123, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
